State,Category,Sub-Category1,Sub-Category2,Sub-Category 3,Sub-Category 4,Display Names,2010-11,2011-12,2012-13
Andhra Pradesh ,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(a) Social Services (1 to 9),"1. Education, Sports, Art and Culture",Education,536.4,"1,709.2","4,256.5"
Andhra Pradesh ,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(a) Social Services (1 to 9),2. Medical and Public Health,Medical,174.3,320.0,"1,275.0"
Andhra Pradesh ,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(a) Social Services (1 to 9),3. Family Welfare,Family Welfare,2.5,20.0,15.0
Andhra Pradesh ,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(a) Social Services (1 to 9),4. Water Supply and Sanitation,Water,"2,220.6","2,510.3","1,183.7"
Andhra Pradesh ,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(a) Social Services (1 to 9),5. Housing,Housing,178.7,113.8,170.0
Andhra Pradesh ,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(a) Social Services (1 to 9),6. Urban Development,Urb.Dev.,–,–,–
Andhra Pradesh ,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(a) Social Services (1 to 9),"7. Welfare of Scheduled Castes, Scheduled Tribes and Other Backward Classes",SC Welfare,"2,757.6","4,464.1","6,741.3"
Andhra Pradesh ,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(a) Social Services (1 to 9),8. Social Security and Welfare,Social,104.0,383.1,736.3
Andhra Pradesh ,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(a) Social Services (1 to 9),9. Others *,Others *,118.6,"1,452.1","2,732.3"
Andhra Pradesh ,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(b) Economic Services (1 to 10),,economic Services,"1,04,055.6","1,36,908.1","1,78,748.6"
Andhra Pradesh ,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(b) Economic Services (1 to 10),1. Agriculture and Allied Activities,Agriculture,306.2,"1,007.0","1,102.3"
Andhra Pradesh ,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(b) Economic Services (1 to 10),2. Rural Development,Rur.Dev.,–,–,–
Andhra Pradesh ,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(b) Economic Services (1 to 10),3. Special Area Programmes,Special Programmes,–,–,–
Andhra Pradesh ,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(b) Economic Services (1 to 10),of which: Hill Areas,,,,
Andhra Pradesh ,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(b) Economic Services (1 to 10),4. Major and Medium Irrigation and Flood Control,Irrigation,"90,749.1","1,08,029.6","1,39,357.3"
Andhra Pradesh ,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(b) Economic Services (1 to 10),5. Energy,Energy,215.6,587.8,342.5
Andhra Pradesh ,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(b) Economic Services (1 to 10),6. Industry and Minerals ,Industry and Minerals,127.5,183.2,183.2
Andhra Pradesh ,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(b) Economic Services (1 to 10),7. Transport (i + ii),Transport,"10,583.1","19,248.3","27,911.2"
Andhra Pradesh ,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(b) Economic Services (1 to 10),8. Communications,Communications,–,–,–
Andhra Pradesh ,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(b) Economic Services (1 to 10),"9.Science,Technology and Environment",Science,–,–,–
Andhra Pradesh ,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,1. Development (a + b) Sub Category 2,(b) Economic Services (1 to 10),10. General Economic Services,Gen.Eco.Services,"2,074.2","7,852.3","9,852.3"
Andhra Pradesh ,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,I. Total Capital Outlay (1 + 2) Sub Category 1,2. Non-Development (General Services),,,Non-Dev.,"1,083.6","1,779.7","3,869.2"
Andhra Pradesh ,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,II. Discharge of Internal Debt (1 to 8),,,,Internal Debt,"63,242.7","67,743.9","79,398.6"
Andhra Pradesh ,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,II. Discharge of Internal Debt (1 to 8),1.Market Loans,,,Market Loans,"16,390.6","23,947.4","34,017.1"
Andhra Pradesh ,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,II. Discharge of Internal Debt (1 to 8),2.Loans from LIC,,,Loans-LIC,"3,486.2","1,089.6","1,086.6"
Andhra Pradesh ,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,II. Discharge of Internal Debt (1 to 8),3.Loans from SBI and other Banks,,,Loans-SBI,–,–,–
Andhra Pradesh ,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,II. Discharge of Internal Debt (1 to 8),4. Loans from NABARD,,,Loans-NABARD,"6,858.8","8,474.4","8,640.1"
Andhra Pradesh ,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,II. Discharge of Internal Debt (1 to 8),5. Loans from National Co-operative Development Corporation,,,Loans-NCDC,581.1,600.2,601.6
Andhra Pradesh ,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,II. Discharge of Internal Debt (1 to 8),6.WMA from RBI,,,WMA-RBI,"2,181.5","10,000.0","15,000.0"
Andhra Pradesh ,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,II. Discharge of Internal Debt (1 to 8),7.Special Securities issued to NSSF,,,Securities-NSSF,"7,592.1","10,049.1","12,121.0"
Andhra Pradesh ,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,II. Discharge of Internal Debt (1 to 8),8. Others,,,Oth-Debt,"26,152.5","13,583.2","7,932.2"
Andhra Pradesh ,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,III. Repayment of Loans to the Centre (1 to 7),,,,Loan from centre,"15,571.5","8,735.6","8,735.6"
Andhra Pradesh ,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,III. Repayment of Loans to the Centre (1 to 7),1. State Plan Schemes,,,state plan,"15,420.5","8,583.8","8,583.8"
Andhra Pradesh ,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,III. Repayment of Loans to the Centre (1 to 7),2. Central Plan Schemes,,,central plan,25.1,21.1,21.1
Andhra Pradesh ,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,III. Repayment of Loans to the Centre (1 to 7),3. Centrally Sponsored Schemes,,,centrally sponsered,60.3,65.4,65.4
Andhra Pradesh ,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,III. Repayment of Loans to the Centre (1 to 7),4. Non-Plan,,,non -plan,65.5,65.3,65.3
Andhra Pradesh ,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,III. Repayment of Loans to the Centre (1 to 7),5. Ways and Means Advances from Centre,,,advances,–,–,–
Andhra Pradesh ,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,III. Repayment of Loans to the Centre (1 to 7),6. Loans for Special Schemes,,,special scheme,–,–,–
Andhra Pradesh ,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,III. Repayment of Loans to the Centre (1 to 7),7. Others,,,other centre loans,–,–,–
Andhra Pradesh ,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),,,,state loans,"33,149.3","38,324.2","47,260.6"
Andhra Pradesh ,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),,,Dev.Purpose,"32,366.6","37,456.1","46,381.9"
Andhra Pradesh ,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),a) Social Services ( 1 to 7),,social Services,"25,694.4","27,374.4","39,757.0"
Andhra Pradesh ,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),a) Social Services ( 1 to 7),"1. Education, Sports, Art and Culture",State Loans-Education,73.3,105.6,"2,000.0"
Andhra Pradesh ,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),a) Social Services ( 1 to 7),2. Medical and Public Health,State Loans-Medical,"1,210.7",956.5,"1,176.5"
Andhra Pradesh ,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),a) Social Services ( 1 to 7),3. Family Welfare,State Loans-Family,–,–,–
Andhra Pradesh ,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),a) Social Services ( 1 to 7),4. Water Supply and Sanitation,State Loans-Water,"5,000.0","3,000.0","4,800.0"
Andhra Pradesh ,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),a) Social Services ( 1 to 7),5. Housing,State Loans-Housing,"9,114.9","13,761.3","14,714.1"
Andhra Pradesh ,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),a) Social Services ( 1 to 7),6. Government Servants (Housing),State Loans-Govt,241.1,500.0,500.0
Andhra Pradesh ,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),a) Social Services ( 1 to 7),7. Others,State Loans-Others,"10,054.5","9,051.0","16,566.4"
Andhra Pradesh ,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),b) Economic Services (1 to 10),,economic Services,"6,672.1","10,081.7","6,624.9"
Andhra Pradesh ,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),b) Economic Services (1 to 10),1. Crop Husbandry,State Loans-Crop,–,–,–
Andhra Pradesh ,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),b) Economic Services (1 to 10),2. Soil and Water Conservation,State Loans-Soil,–,–,–
Andhra Pradesh ,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),b) Economic Services (1 to 10),3. Food Storage and Warehousing,State Loans-Food,–,–,–
Andhra Pradesh ,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),b) Economic Services (1 to 10),4. Co-operation,State Loans-Co-operation,122.5,25.3,25.6
Andhra Pradesh ,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),b) Economic Services (1 to 10),"5. Major and Medium Irrigation, etc.",State Loans-Irrigation,–,–,–
Andhra Pradesh ,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),b) Economic Services (1 to 10),6. Power Projects,State Loans-Power,"4,942.0","6,030.0","3,663.6"
Andhra Pradesh ,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),b) Economic Services (1 to 10),7. Village and Small Industries,State Loans-Village,44.2,94.1,49.8
Andhra Pradesh ,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),b) Economic Services (1 to 10),8. Other Industries and Minerals,State Loans-Minerals,321.1,329.0,320.0
Andhra Pradesh ,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),b) Economic Services (1 to 10),9. Rural Development,State Loans-Rur.Dev,–,–,–
Andhra Pradesh ,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),1. Development Purposes (a + b),b) Economic Services (1 to 10),10. Others,State Loans-Others,"1,242.2","3,603.3","2,565.9"
Andhra Pradesh ,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),2. Non-Development Purposes (a + b),,,State Loans-Non.Dev,782.7,868.1,878.6
Andhra Pradesh ,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),2. Non-Development Purposes (a + b),a) Government Servants (other than Housing),,State Loans-Govt,782.7,868.1,878.6
Andhra Pradesh ,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IV. Loans and Advances by State Governments (1+2),2. Non-Development Purposes (a + b),b) Miscellaneous,,State Loans-Misc.,–,–,–
Andhra Pradesh ,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,V. Inter-State Settlement,,,,Inter-State Settlement,–,–,–
Andhra Pradesh ,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,VI. Contingency Fund,,,,Contingency Fund,13.8,–,–
Andhra Pradesh ,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,"VII. State Provident Funds, etc. (1+2)",,,,Tot.State PF,"15,270.1","17,740.4","19,410.0"
Andhra Pradesh ,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,"VII. State Provident Funds, etc. (1+2)",1. State Provident Funds,,,State PF,"13,052.7","14,862.4","16,348.7"
Andhra Pradesh ,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,"VII. State Provident Funds, etc. (1+2)",2. Others,,,other PF,"2,217.5","2,878.0","3,061.3"
Andhra Pradesh ,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,VIII.Reserve Funds (1 to 4),,,,Reserve Funds,"25,911.9","16,070.3","17,677.4"
Andhra Pradesh ,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,VIII.Reserve Funds (1 to 4),1.Depreciation / Renewal Reserve Funds,,,Depreciation,–,–,–
Andhra Pradesh ,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,VIII.Reserve Funds (1 to 4),2. Sinking Funds,,,Sinking Funds,"12,246.4","7,962.3","8,758.5"
Andhra Pradesh ,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,VIII.Reserve Funds (1 to 4),3. Famine Relief Fund,,,Famine Relief Fund,–,–,–
Andhra Pradesh ,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,VIII.Reserve Funds (1 to 4),4. Others,,,Other Reserves,"13,665.5","8,108.0","8,918.8"
Andhra Pradesh ,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IX. Deposits and Advances (1 to 4),,,,Deposits and Advances,"3,69,045.7","3,39,788.7","3,73,767.6"
Andhra Pradesh ,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IX. Deposits and Advances (1 to 4),1. Civil Deposits,,,Civil Deposits,"1,85,981.8","2,07,394.7","2,28,134.2"
Andhra Pradesh ,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IX. Deposits and Advances (1 to 4),2. Deposits of Local Funds,,,Deposits-Local Funds,"1,02,411.1","72,169.7","79,386.7"
Andhra Pradesh ,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IX. Deposits and Advances (1 to 4),3. Civil Advances,,,Civil Advances,752.7,"3,660.6","4,026.6"
Andhra Pradesh ,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,IX. Deposits and Advances (1 to 4),4. Others,,,Other Deposits,"79,900.1","56,563.8","62,220.1"
Andhra Pradesh ,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,X. Suspense and Miscellaneous (1 to 4),,,,Tot.Suspense,"9,18,123.6",–,–
Andhra Pradesh ,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,X. Suspense and Miscellaneous (1 to 4),1. Suspense,,,Suspense,"2,975.0",–,–
Andhra Pradesh ,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,X. Suspense and Miscellaneous (1 to 4),2. Cash Balance Investment Accounts,,,Cash Balance,"7,54,390.0",–,–
Andhra Pradesh ,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,X. Suspense and Miscellaneous (1 to 4),3. Deposits with RBI,,,Deposits-RBI,–,–,–
Andhra Pradesh ,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,X. Suspense and Miscellaneous (1 to 4),4. Others,,,Others,"1,60,758.6",–,–
Andhra Pradesh ,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,XI. Appropriation to Contingency Fund,,,,App.-Contingency Fund,–,–,–
Andhra Pradesh ,TOTAL CAPITAL DISBURSEMENTS (I to XII) category,XII. Remittances,,,,Remittances,"1,63,811.7",–,–
Andhra Pradesh ,TOTAL REVENUE EXPENDITURE (I+II+III),,,,,Tot.Rev Exp,"7,85,342.6","9,64,145.7","11,23,423.9"
Andhra Pradesh ,TOTAL REVENUE EXPENDITURE (I+II+III),I. DEVELOPMENTAL EXPENDITURE (A + B),,,,Dev.Exp,"5,16,602.9","6,58,029.3","7,83,123.5"
Andhra Pradesh ,TOTAL REVENUE EXPENDITURE (I+II+III),I. DEVELOPMENTAL EXPENDITURE (A + B),A. Social Services (1 to 12),,,social Services,"3,23,143.5","4,06,797.7","4,72,753.1"
Andhra Pradesh ,TOTAL REVENUE EXPENDITURE (I+II+III),I. DEVELOPMENTAL EXPENDITURE (A + B),A. Social Services (1 to 12),"1. Education, Sports, Art and Culture",,Dev.Exp-Education,"1,25,310.5","1,68,876.1","1,91,692.5"
Andhra Pradesh ,TOTAL REVENUE EXPENDITURE (I+II+III),I. DEVELOPMENTAL EXPENDITURE (A + B),A. Social Services (1 to 12),2. Medical and Public Health,,Dev.Exp-Medical,"34,492.0","42,894.8","47,824.6"
Andhra Pradesh ,TOTAL REVENUE EXPENDITURE (I+II+III),I. DEVELOPMENTAL EXPENDITURE (A + B),A. Social Services (1 to 12),3. Family Welfare,,Dev.Exp-Family Welfare,"6,848.2","8,305.3","9,967.8"
Andhra Pradesh ,TOTAL REVENUE EXPENDITURE (I+II+III),I. DEVELOPMENTAL EXPENDITURE (A + B),A. Social Services (1 to 12),4. Water Supply and Sanitation,,Dev.Exp-Water,"4,718.5","7,365.6","7,556.7"
Andhra Pradesh ,TOTAL REVENUE EXPENDITURE (I+II+III),I. DEVELOPMENTAL EXPENDITURE (A + B),A. Social Services (1 to 12),5. Housing,,Dev.Exp-Housing,"7,482.2","9,779.8","9,032.3"
Andhra Pradesh ,TOTAL REVENUE EXPENDITURE (I+II+III),I. DEVELOPMENTAL EXPENDITURE (A + B),A. Social Services (1 to 12),6. Urban Development,,Dev.Exp-Urb.Dev.,"23,948.4","33,406.9","39,523.7"
Andhra Pradesh ,TOTAL REVENUE EXPENDITURE (I+II+III),I. DEVELOPMENTAL EXPENDITURE (A + B),A. Social Services (1 to 12),"7. Welfare of Scheduled Castes, Scheduled Tribes and Other Backward Classes",,Dev.Exp-SC Welfare,"47,103.3","54,319.6","69,346.4"
Andhra Pradesh ,TOTAL REVENUE EXPENDITURE (I+II+III),I. DEVELOPMENTAL EXPENDITURE (A + B),A. Social Services (1 to 12),8. Labour and Labour Welfare,,Dev.Exp-Labor,"1,896.8","3,099.8","3,280.9"
Andhra Pradesh ,TOTAL REVENUE EXPENDITURE (I+II+III),I. DEVELOPMENTAL EXPENDITURE (A + B),A. Social Services (1 to 12),9. Social Security and Welfare,,Dev.Exp-Social Security,"33,257.8","36,401.5","46,354.8"
Andhra Pradesh ,TOTAL REVENUE EXPENDITURE (I+II+III),I. DEVELOPMENTAL EXPENDITURE (A + B),A. Social Services (1 to 12),10. Nutrition,,Dev.Exp-Nutrition,"26,300.0","35,248.7","40,010.9"
Andhra Pradesh ,TOTAL REVENUE EXPENDITURE (I+II+III),I. DEVELOPMENTAL EXPENDITURE (A + B),A. Social Services (1 to 12),11. Relief on account of Natural Calamities,,Dev.Exp-Natural Calamities,"10,176.7","5,352.8","5,713.6"
Andhra Pradesh ,TOTAL REVENUE EXPENDITURE (I+II+III),I. DEVELOPMENTAL EXPENDITURE (A + B),A. Social Services (1 to 12),12. Others*,,Dev.Exp-Others,"1,609.3","1,746.9","2,448.9"
Andhra Pradesh ,TOTAL REVENUE EXPENDITURE (I+II+III),I. DEVELOPMENTAL EXPENDITURE (A + B),B. Economic Services (1 to 9),,,economic Services,"1,93,459.4","2,51,231.6","3,10,370.4"
Andhra Pradesh ,TOTAL REVENUE EXPENDITURE (I+II+III),I. DEVELOPMENTAL EXPENDITURE (A + B),B. Economic Services (1 to 9),1. Agriculture and Allied Activities (i to xii),,Dev-agriculture,"29,840.5","41,329.1","55,457.7"
Andhra Pradesh ,TOTAL REVENUE EXPENDITURE (I+II+III),I. DEVELOPMENTAL EXPENDITURE (A + B),B. Economic Services (1 to 9),2. Rural Development,,Dev-rural,"36,393.4","40,982.2","55,967.5"
