State,Category,Sub-Category1,Sub-Category2,Sub-Category 3,2010-11,2011-12,2012-13,
Goa,TOTAL CAPITAL RECEIPTS (I to XIII),II. Internal Debt (1 to 8),6. WMA from RBI,,–,–,500,
Goa,TOTAL CAPITAL RECEIPTS (I to XIII),II. Internal Debt (1 to 8),7. Special Securities issued to NSSF,,3027.3,1000,1000,
Goa,TOTAL CAPITAL RECEIPTS (I to XIII),II. Internal Debt (1 to 8),8. Others@,,170,–,200,
Goa,TOTAL CAPITAL RECEIPTS (I to XIII),III. Loans and Advances from the Centre (1 to 6),,,276.4,602.5,662.8,
Goa,TOTAL CAPITAL RECEIPTS (I to XIII),III. Loans and Advances from the Centre (1 to 6),1. State Plan Schemes,,276.4,600,660,
Goa,TOTAL CAPITAL RECEIPTS (I to XIII),III. Loans and Advances from the Centre (1 to 6),2. Central Plan Schemes,,–,–,–,
Goa,TOTAL CAPITAL RECEIPTS (I to XIII),III. Loans and Advances from the Centre (1 to 6),3. Centrally Sponsored Schemes,,–,–,–,
Goa,TOTAL CAPITAL RECEIPTS (I to XIII),III. Loans and Advances from the Centre (1 to 6),4. Non-Plan,,–,2.5,2.8,
Goa,TOTAL CAPITAL RECEIPTS (I to XIII),III. Loans and Advances from the Centre (1 to 6),5. Ways and Means Advances from Centre,,–,–,–,
Goa,TOTAL CAPITAL RECEIPTS (I to XIII),III. Loans and Advances from the Centre (1 to 6),6. Loans for Special Schemes,,–,–,–,
Goa,TOTAL CAPITAL RECEIPTS (I to XIII),IV. Recovery of Loans and Advances (1 to 12),,,133.9,181.6,107.3,
Goa,TOTAL CAPITAL RECEIPTS (I to XIII),IV. Recovery of Loans and Advances (1 to 12),1. Housing,,0.8,9.4,9.4,
Goa,TOTAL CAPITAL RECEIPTS (I to XIII),IV. Recovery of Loans and Advances (1 to 12),2. Urban Development,,1.4,–,–,
Goa,TOTAL CAPITAL RECEIPTS (I to XIII),IV. Recovery of Loans and Advances (1 to 12),3. Crop Husbandry,,1.4,–,–,
Goa,TOTAL CAPITAL RECEIPTS (I to XIII),IV. Recovery of Loans and Advances (1 to 12),4. Food Storage and Warehousing,,–,–,–,
Goa,TOTAL CAPITAL RECEIPTS (I to XIII),IV. Recovery of Loans and Advances (1 to 12),5. Co-operation,,4.9,9.4,7.2,
Goa,TOTAL CAPITAL RECEIPTS (I to XIII),IV. Recovery of Loans and Advances (1 to 12),6. Minor Irrigation,,–,–,–,
Goa,TOTAL CAPITAL RECEIPTS (I to XIII),IV. Recovery of Loans and Advances (1 to 12),7. Power Projects,,–,–,–,
Goa,TOTAL CAPITAL RECEIPTS (I to XIII),IV. Recovery of Loans and Advances (1 to 12),8. Village and Small Industries,,0.3,–,0.2,
Goa,TOTAL CAPITAL RECEIPTS (I to XIII),IV. Recovery of Loans and Advances (1 to 12),9. Industries and Minerals,,–,–,–,
Goa,TOTAL CAPITAL RECEIPTS (I to XIII),IV. Recovery of Loans and Advances (1 to 12),10.Road Transport,,–,–,–,
Goa,TOTAL CAPITAL RECEIPTS (I to XIII),IV. Recovery of Loans and Advances (1 to 12),"11. Government Servants, etc.+",,110,140.4,84.4,
Goa,TOTAL CAPITAL RECEIPTS (I to XIII),IV. Recovery of Loans and Advances (1 to 12),12. Others**,,15,22.3,6.1,
Goa,TOTAL CAPITAL RECEIPTS (I to XIII),V. Inter-State Settlement,,,–,–,–,
Goa,TOTAL CAPITAL RECEIPTS (I to XIII),VI. Contingency Fund,,,–,–,–,
Goa,TOTAL CAPITAL RECEIPTS (I to XIII),"VII. State Provident Funds, etc. (1 + 2)",,,2939.6,3086.5,3240.9,
Goa,TOTAL CAPITAL RECEIPTS (I to XIII),"VII. State Provident Funds, etc. (1 + 2)",1. State Provident Funds,,2900.6,3045.6,3197.9,
Goa,TOTAL CAPITAL RECEIPTS (I to XIII),"VII. State Provident Funds, etc. (1 + 2)",2. Others,,39,41,43,
Goa,TOTAL CAPITAL RECEIPTS (I to XIII),VIII. Reserve Funds (1 to 4),,,2605.9,2736.2,2873.1,
Goa,TOTAL CAPITAL RECEIPTS (I to XIII),VIII. Reserve Funds (1 to 4),1. Depreciation/Renewal Reserve Funds,,–,–,–,
Goa,TOTAL CAPITAL RECEIPTS (I to XIII),VIII. Reserve Funds (1 to 4),2. Sinking Funds,,919.4,965.4,1013.6,
Goa,TOTAL CAPITAL RECEIPTS (I to XIII),VIII. Reserve Funds (1 to 4),3. Famine Relief Fund,,–,–,–,
Goa,TOTAL CAPITAL RECEIPTS (I to XIII),VIII. Reserve Funds (1 to 4),4. Others,,1686.5,1770.9,1859.4,
Goa,TOTAL CAPITAL RECEIPTS (I to XIII),IX. Deposits and Advances (1 to 4),,,2863.5,3034.6,3186.3,
Goa,TOTAL CAPITAL RECEIPTS (I to XIII),IX. Deposits and Advances (1 to 4),1. Civil Deposits,,2204.6,2314.8,2430.6,
Goa,TOTAL CAPITAL RECEIPTS (I to XIII),IX. Deposits and Advances (1 to 4),2. Deposits of Local Funds,,–,–,–,
Goa,TOTAL CAPITAL RECEIPTS (I to XIII),IX. Deposits and Advances (1 to 4),3. Civil Advances,,100.2,105.2,110.4,
Goa,TOTAL CAPITAL RECEIPTS (I to XIII),IX. Deposits and Advances (1 to 4),4. Others,,558.8,614.6,645.4,
Goa,TOTAL CAPITAL RECEIPTS (I to XIII),X. Suspense and Miscellaneous (1 to 4),,,105280.7,112060.5,117663.5,
Goa,TOTAL CAPITAL RECEIPTS (I to XIII),X. Suspense and Miscellaneous (1 to 4),1. Suspense,,4497.5,4722.3,4958.5,
Goa,TOTAL CAPITAL RECEIPTS (I to XIII),X. Suspense and Miscellaneous (1 to 4),2. Cash Balance Investment Accounts,,70340,73857,77549.9,
Goa,TOTAL CAPITAL RECEIPTS (I to XIII),X. Suspense and Miscellaneous (1 to 4),3. Deposits with RBI,,–,–,–,
Goa,TOTAL CAPITAL RECEIPTS (I to XIII),X. Suspense and Miscellaneous (1 to 4),4. Others,,30443.2,33481.1,35155.2,
Goa,TOTAL CAPITAL RECEIPTS (I to XIII),XI. Appropriation to Contingency Fund,,,–,–,–,
Goa,TOTAL CAPITAL RECEIPTS (I to XIII),XII. Miscellaneous Capital Receipts,,,–,–,–,
Goa,TOTAL CAPITAL RECEIPTS (I to XIII),XIII. Remittances,,,27110.1,28465.6,29888.9,
Goa,TOTAL REVENUE (I+II),,,,"54,419.40","60,530.60","70,337.30",
Goa,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),,,"27,237.80","32,286.30","40,771.60",
Goa,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),A. State's Own Tax Revenue (1 to 3),,"21,395.50","25,268.10","32,350.00",
Goa,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),A. State's Own Tax Revenue (1 to 3),1. Taxes on Income,–,–,–,
Goa,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),A. State's Own Tax Revenue (1 to 3),2. Taxes on Property and Capital Transactions ,"1,601.20","1,620.70","2,515.00",
Goa,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),A. State's Own Tax Revenue (1 to 3),3. Taxes on Commodities and Services,"19,794.40","23,647.40","29,835.00",
Goa,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),,"5,842.30","7,018.20","8,421.70",
Goa,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),i) Corporation Tax,"2,283.60","2,835.70","3,402.80",
Goa,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),ii) Income Tax,"1,206.80","1,394.70","1,673.60",
Goa,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),iii) Estate Duty,–,–,–,
Goa,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),iv) Other Taxes on Income and Expenditure,–,–,–,
Goa,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),v) Taxes on Wealth,4.7,5.3,6.4,
Goa,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),vi) Customs,"1,021.60","1,188.30","1,425.90",
Goa,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),vii) Union Excise Duties,743.2,906.3,"1,087.50",
Goa,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),viii) Service Tax,582.4,687.9,825.5,
Goa,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),ix) Other Taxes and Duties on Commodities and Services,–,–,–,
Goa,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),,,"27,181.60","28,244.30","29,565.70",
Goa,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),,"22,686.00","22,581.20","24,957.30",
Goa,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),1. Interest Receipts,178.8,52.1,31,
Goa,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),2. Dividends and Profits,1.9,10.7,32.1,
Goa,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),3.General Services,701.3,841.1,"1,295.20",
Goa,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),4.Social Services ( i to ix),"1,328.30","1,255.80","1,484.30",
Goa,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),5.Fiscal Services,–,–,–,
Goa,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),6.Economic Services ( i to xvii ),"20,475.60","20,421.60","22,114.70",
Goa,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),D. Grants from the Centre (1 to 5),,"4,495.70","5,663.10","4,608.40",
Goa,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),D. Grants from the Centre (1 to 5),1. State Plan Schemes,"4,495.70","5,663.10","4,608.40",
Goa,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),D. Grants from the Centre (1 to 5),2. Central Plan Schemes,–,–,–,
Goa,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),D. Grants from the Centre (1 to 5),3. Centrally Sponsored Schemes,–,–,–,
Goa,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),D. Grants from the Centre (1 to 5),4. NEC/ Special Plan Scheme,–,–,–,
Goa,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),D. Grants from the Centre (1 to 5),5. Non-Plan Grants (a to c),–,–,–,
Gujarat,TOTAL INCOME (Total Capital Receipts + Tax Revenue),,,,"29,93,716.50","20,13,663.40","23,17,204.20",
Gujarat,TOTAL CAPITAL RECEIPTS (I to XIII),,,,2470080.2,1390741.2,1558170.5,
Gujarat,TOTAL CAPITAL RECEIPTS (I to XIII), I. External Debt #,,,–,–,–,
Gujarat,TOTAL CAPITAL RECEIPTS (I to XIII),II. Internal Debt (1 to 8),,,165221.1,182550,218550,
Gujarat,TOTAL CAPITAL RECEIPTS (I to XIII),II. Internal Debt (1 to 8), 1. Market Loans,,115000.4,165000,186000,
Gujarat,TOTAL CAPITAL RECEIPTS (I to XIII),II. Internal Debt (1 to 8),2. Loans from LIC,,–,–,–,
Gujarat,TOTAL CAPITAL RECEIPTS (I to XIII),II. Internal Debt (1 to 8),3. Loans from SBI and other Banks,,–,–,–,
Gujarat,TOTAL CAPITAL RECEIPTS (I to XIII),II. Internal Debt (1 to 8),4. Loans from National Bank for Agriculture and Rural Development,,8860.3,12540,12540,
Gujarat,TOTAL CAPITAL RECEIPTS (I to XIII),II. Internal Debt (1 to 8),5. Loans from National Co-operative Development Corporation,,–,–,–,
Gujarat,TOTAL CAPITAL RECEIPTS (I to XIII),II. Internal Debt (1 to 8),6. WMA from RBI,,–,10,10,
Gujarat,TOTAL CAPITAL RECEIPTS (I to XIII),II. Internal Debt (1 to 8),7. Special Securities issued to NSSF,,41360.4,5000,20000,
Gujarat,TOTAL CAPITAL RECEIPTS (I to XIII),II. Internal Debt (1 to 8),8. Others@,,–,–,–,
Gujarat,TOTAL CAPITAL RECEIPTS (I to XIII),III. Loans and Advances from the Centre (1 to 6),,,1592.3,2548.7,2548.7,
Gujarat,TOTAL CAPITAL RECEIPTS (I to XIII),III. Loans and Advances from the Centre (1 to 6),1. State Plan Schemes,,1592.3,2548.7,2548.7,
Gujarat,TOTAL CAPITAL RECEIPTS (I to XIII),III. Loans and Advances from the Centre (1 to 6),2. Central Plan Schemes,,–,–,–,
Gujarat,TOTAL CAPITAL RECEIPTS (I to XIII),III. Loans and Advances from the Centre (1 to 6),3. Centrally Sponsored Schemes,,–,–,–,
Gujarat,TOTAL CAPITAL RECEIPTS (I to XIII),III. Loans and Advances from the Centre (1 to 6),4. Non-Plan (i + ii),,–,–,–,
Gujarat,TOTAL CAPITAL RECEIPTS (I to XIII),III. Loans and Advances from the Centre (1 to 6),5. Ways and Means Advances from Centre,,–,–,–,
Gujarat,TOTAL CAPITAL RECEIPTS (I to XIII),III. Loans and Advances from the Centre (1 to 6),6. Loans for Special Schemes,,–,–,–,
Gujarat,TOTAL CAPITAL RECEIPTS (I to XIII),IV. Recovery of Loans and Advances (1 to 12),,,2830.9,2683.4,2217.6,
Gujarat,TOTAL CAPITAL RECEIPTS (I to XIII),IV. Recovery of Loans and Advances (1 to 12),1. Housing,,33.5,175,40,
Gujarat,TOTAL CAPITAL RECEIPTS (I to XIII),IV. Recovery of Loans and Advances (1 to 12),2. Urban Development,,109.2,117.4,117.5,
Gujarat,TOTAL CAPITAL RECEIPTS (I to XIII),IV. Recovery of Loans and Advances (1 to 12),3. Crop Husbandry,,0.6,3,0.7,
Gujarat,TOTAL CAPITAL RECEIPTS (I to XIII),IV. Recovery of Loans and Advances (1 to 12),4. Food Storage and Warehousing,,2.9,5.3,5.5,
Gujarat,TOTAL CAPITAL RECEIPTS (I to XIII),IV. Recovery of Loans and Advances (1 to 12),5. Co-operation,,21.2,233.3,100,
Gujarat,TOTAL CAPITAL RECEIPTS (I to XIII),IV. Recovery of Loans and Advances (1 to 12),6. Minor Irrigation,,–,0.1,–,
Gujarat,TOTAL CAPITAL RECEIPTS (I to XIII),IV. Recovery of Loans and Advances (1 to 12),7. Power Projects,,1611.6,750,750,
Gujarat,TOTAL CAPITAL RECEIPTS (I to XIII),IV. Recovery of Loans and Advances (1 to 12),8. Village and Small Industries,,15.3,13.6,11.5,
Gujarat,TOTAL CAPITAL RECEIPTS (I to XIII),IV. Recovery of Loans and Advances (1 to 12),9. Industries and Minerals,,25.6,154.9,160,
Gujarat,TOTAL CAPITAL RECEIPTS (I to XIII),IV. Recovery of Loans and Advances (1 to 12), 10.Road Transport,,–,–,–,
Gujarat,TOTAL CAPITAL RECEIPTS (I to XIII),IV. Recovery of Loans and Advances (1 to 12),"11. Government Servants, etc.+",,619.6,649.5,600,
Gujarat,TOTAL CAPITAL RECEIPTS (I to XIII),IV. Recovery of Loans and Advances (1 to 12),12. Others**,,391.4,581.3,432.4,
Gujarat,TOTAL CAPITAL RECEIPTS (I to XIII),V. Inter-State Settlement,,,–,0.1,0.1,
Gujarat,TOTAL CAPITAL RECEIPTS (I to XIII),VI. Contingency Fund,,,471.2,938,–,
Gujarat,TOTAL CAPITAL RECEIPTS (I to XIII),"VII. State Provident Funds, etc. (1 + 2)",,,17434.6,17910.2,19789.1,
Gujarat,TOTAL CAPITAL RECEIPTS (I to XIII),"VII. State Provident Funds, etc. (1 + 2)",1. State Provident Funds,,15925.9,16366.8,18083.7,
Gujarat,TOTAL CAPITAL RECEIPTS (I to XIII),"VII. State Provident Funds, etc. (1 + 2)",2. Others,,1508.7,1543.4,1705.4,
Gujarat,TOTAL CAPITAL RECEIPTS (I to XIII),VIII. Reserve Funds (1 to 4),,,11357.1,15175.9,16767.8,
Gujarat,TOTAL CAPITAL RECEIPTS (I to XIII),VIII. Reserve Funds (1 to 4),1. Depreciation/Renewal Reserve Funds,,4.9,10,11,
Gujarat,TOTAL CAPITAL RECEIPTS (I to XIII),VIII. Reserve Funds (1 to 4),2. Sinking Funds,,5000,10000,11049,
Gujarat,TOTAL CAPITAL RECEIPTS (I to XIII),VIII. Reserve Funds (1 to 4),3. Famine Relief Fund,,–,–,–,
Gujarat,TOTAL CAPITAL RECEIPTS (I to XIII),VIII. Reserve Funds (1 to 4),4. Others,,6352.2,5165.9,5707.8,
Gujarat,TOTAL CAPITAL RECEIPTS (I to XIII),IX. Deposits and Advances (1 to 4),,,239058,259625.8,294655.2,
Gujarat,TOTAL CAPITAL RECEIPTS (I to XIII),IX. Deposits and Advances (1 to 4),1. Civil Deposits,,50945.5,47195,52445.9,
Gujarat,TOTAL CAPITAL RECEIPTS (I to XIII),IX. Deposits and Advances (1 to 4),2. Deposits of Local Funds,,182727.4,207510.1,229627.9,
Gujarat,TOTAL CAPITAL RECEIPTS (I to XIII),IX. Deposits and Advances (1 to 4),3. Civil Advances,,2797.9,2540,2806.4,
Gujarat,TOTAL CAPITAL RECEIPTS (I to XIII),IX. Deposits and Advances (1 to 4),4. Others,,2587.2,2380.7,9775,
Gujarat,TOTAL CAPITAL RECEIPTS (I to XIII),X. Suspense and Miscellaneous (1 to 4),,,1938442.4,885404.1,977229.4,
Gujarat,TOTAL CAPITAL RECEIPTS (I to XIII),X. Suspense and Miscellaneous (1 to 4),1. Suspense,,-37.5,22,19.8,
Gujarat,TOTAL CAPITAL RECEIPTS (I to XIII),X. Suspense and Miscellaneous (1 to 4),2. Cash Balance Investment Accounts,,1576146.7,10000,10000,
Gujarat,TOTAL CAPITAL RECEIPTS (I to XIII),X. Suspense and Miscellaneous (1 to 4),3. Deposits with RBI,,–,435000,480631.5,
Gujarat,TOTAL CAPITAL RECEIPTS (I to XIII),X. Suspense and Miscellaneous (1 to 4),4. Others,,362333.2,440382.1,486578.1,
Gujarat,TOTAL CAPITAL RECEIPTS (I to XIII),XI. Appropriation to Contingency Fund,,,–,–,–,
Gujarat,TOTAL CAPITAL RECEIPTS (I to XIII),XII. Miscellaneous Capital Receipts,,,911.8,–,–,
Gujarat,TOTAL CAPITAL RECEIPTS (I to XIII),XIII. Remittances,,,92760.8,23905,26412.6,
Gujarat,TOTAL REVENUE (I+II),,,,"5,23,636.30","6,22,922.20","7,59,033.70",
Gujarat,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),,,"4,30,180.70","4,95,224.10","6,04,585.10",
Gujarat,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),A. State's Own Tax Revenue (1 to 3),,"3,63,386.30","4,14,986.50","5,12,312.10",
Gujarat,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),A. State's Own Tax Revenue (1 to 3),1. Taxes on Income,"2,282.20","2,300.00","2,624.60",
Gujarat,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),A. State's Own Tax Revenue (1 to 3),2. Taxes on Property and Capital Transactions,"55,852.00","62,400.70","70,492.50",
Gujarat,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),A. State's Own Tax Revenue (1 to 3),3. Taxes on Commodities and Services,"3,05,252.10","3,50,285.80","4,39,195.00",
Gujarat,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),,"66,794.40","80,237.60","92,273.00",
Gujarat,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),i) Corporation Tax,"26,107.20","29,575.80","34,011.90",
Gujarat,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),ii) Income Tax,"13,796.20","16,714.40","19,221.40",
Gujarat,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),iii) Estate Duty,–,–,–,
Gujarat,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),iv) Other Taxes on Income and Expenditure,–,–,–,
Gujarat,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),v) Taxes on Wealth,53.5,29.3,34.2,
Gujarat,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),vi) Customs,"11,680.70","14,597.80","16,787.30",
Gujarat,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),vii) Union Excise Duties,"8,496.60","9,553.90","10,986.90",
Gujarat,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),viii) Service Tax,"6,660.20","9,766.40","11,231.30",
Gujarat,TOTAL REVENUE (I+II),I. TAX REVENUE (A+B),B. Share in Central Taxes (i to ix),ix) Other Taxes and Duties on Commodities and Services,–,–,–,
Gujarat,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),,,"93,455.70","1,27,698.10","1,54,448.60",
Gujarat,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),,"49,150.20","57,184.00","67,715.60",
Gujarat,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),1. Interest Receipts,"4,038.90","6,924.60","6,928.40",
Gujarat,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),2. Dividends and Profits,"1,144.30","1,202.00","1,250.00",
Gujarat,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),3.General Services,"3,648.50","5,118.80","5,190.10",
Gujarat,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),4.Social Services,"6,779.70","8,284.50","8,756.00",
Gujarat,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),5.Fiscal Services,1.3,1,1.1,
Gujarat,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),C. State's Own Non-Tax Revenue (1 to 6),6.Economic Services,"33,537.50","35,653.10","45,590.00",
Gujarat,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),D. Grants from the Centre (1 to 5),,"44,305.50","70,514.10","86,733.00",
Gujarat,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),D. Grants from the Centre (1 to 5),1. State Plan Schemes,"20,292.50","35,778.90","48,612.80",
Gujarat,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),D. Grants from the Centre (1 to 5),2. Central Plan Schemes,944.6,777.9,"1,000.00",
Gujarat,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),D. Grants from the Centre (1 to 5),3. Centrally Sponsored Schemes,"12,432.40","19,989.90","19,604.30",
Gujarat,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),D. Grants from the Centre (1 to 5),4. NEC/ Special Plan Scheme,–,–,–,
Gujarat,TOTAL REVENUE (I+II),II. NON-TAX REVENUE (C+D),D. Grants from the Centre (1 to 5),5. Non-Plan Grants (a to c),"10,636.00","13,967.40","17,515.90",
Haryana,TOTAL INCOME (Total Capital Receipts + Tax Revenue),,,,"8,62,139.40","11,94,874.80","13,08,597.40",
Haryana,TOTAL CAPITAL RECEIPTS (I to XIII), I. External Debt #,,,–,–,–,
Haryana,TOTAL CAPITAL RECEIPTS (I to XIII),II. Internal Debt (1 to 8),,,102049.3,138292.6,157673.7,
Haryana,TOTAL CAPITAL RECEIPTS (I to XIII),II. Internal Debt (1 to 8), 1. Market Loans,,44500,69526.2,81303.3,
Haryana,TOTAL CAPITAL RECEIPTS (I to XIII),II. Internal Debt (1 to 8),2. Loans from LIC,,–,–,–,
Haryana,TOTAL CAPITAL RECEIPTS (I to XIII),II. Internal Debt (1 to 8),3. Loans from SBI and other Banks,,30150,35750,41000,
Haryana,TOTAL CAPITAL RECEIPTS (I to XIII),II. Internal Debt (1 to 8),4. Loans from National Bank for Agriculture and Rural Development,,2095,2156,3537,
Haryana,TOTAL CAPITAL RECEIPTS (I to XIII),II. Internal Debt (1 to 8),5. Loans from National Co-operative Development Corporation,,85.3,100,110,
Haryana,TOTAL CAPITAL RECEIPTS (I to XIII),II. Internal Debt (1 to 8),6. WMA from RBI,,6704.8,20000,20000,
Haryana,TOTAL CAPITAL RECEIPTS (I to XIII),II. Internal Debt (1 to 8),7. Special Securities issued to NSSF,,13124.2,5000,6000,
Haryana,TOTAL CAPITAL RECEIPTS (I to XIII),II. Internal Debt (1 to 8),8. Others@,,5390.1,5760.4,5723.4,
Haryana,TOTAL CAPITAL RECEIPTS (I to XIII),III. Loans and Advances from the Centre (1 to 6),,,3082.7,2316.8,4400.7,
Haryana,TOTAL CAPITAL RECEIPTS (I to XIII),III. Loans and Advances from the Centre (1 to 6),1. State Plan Schemes,,3087,2280,4363.7,
Haryana,TOTAL CAPITAL RECEIPTS (I to XIII),III. Loans and Advances from the Centre (1 to 6),2. Central Plan Schemes,,–,–,–,
Haryana,TOTAL CAPITAL RECEIPTS (I to XIII),III. Loans and Advances from the Centre (1 to 6),3. Centrally Sponsored Schemes,,–,17,17,
Haryana,TOTAL CAPITAL RECEIPTS (I to XIII),III. Loans and Advances from the Centre (1 to 6),4. Non-Plan ,,–,19.8,20,
Haryana,TOTAL CAPITAL RECEIPTS (I to XIII),III. Loans and Advances from the Centre (1 to 6),5. Ways and Means Advances from Centre,,–,–,–,
Haryana,TOTAL CAPITAL RECEIPTS (I to XIII),III. Loans and Advances from the Centre (1 to 6),6. Loans for Special Schemes,,-4.3,–,–,
Haryana,TOTAL CAPITAL RECEIPTS (I to XIII),IV. Recovery of Loans and Advances (1 to 12),,,2330.5,3009.6,3744.2,
Haryana,TOTAL CAPITAL RECEIPTS (I to XIII),IV. Recovery of Loans and Advances (1 to 12),1. Housing,,0.8,1.6,0.8,
Haryana,TOTAL CAPITAL RECEIPTS (I to XIII),IV. Recovery of Loans and Advances (1 to 12),2. Urban Development,,0.5,0.2,0.2,
