State,From Year,To Year,Category,Sub-category,Display Names,Total,% To India,% To State,Males,% To Total,Females,% To Total,All India Total,All India Males,All India Females,All States,All India Figs
DAMAN & DIU,,2011,POPULATION,Rural Child Population (0-6 Years) (in million),Child Population-Rur(Mn),0.03,,10.65,, ,,,158.8,,,,
DADRA & NAGAR HAVELI,2011,2012,POPULATION,Urban Population Below Povery Line (in million),BPL Population-Urb(Mn),0.03,,15.38,,,,,,,,,
DADRA & NAGAR HAVELI,,2011,POPULATION,Rural Child Population (0-6 Years) (in million),Child Population-Rur(Mn),0.03,,15.12,,,,,117.6,,,,
ANDAMAN & NICOBAR ISLANDS,,2011,POPULATION,Rural Child Population (0-6 Years) (in million),Child Population-Rur(Mn),0.03,,10.86,,,,,117.6,,,,
CHANDIGARH,,2011,POPULATION,Rural Population (in million),Population-Rur(Mn),0.03,,2.75,0.02, ,0.01,,833.1,427.9,405.2,,
ARUNACHAL PRADESH,,2011,POPULATION,Rural Child Population (0-6 Years) (in million),Child Population-Rur(Mn),0.04,,12.17,,,,,117.6,,,,
MEGHALAYA,2010,2011,EDUCATION,No of Teachers (in million),Teachers (Mn),0.04,,,,,,,6.4,,,,
MIZORAM,2011,2012,POPULATION,Urban Population Below Povery Line (in million),BPL Population-Urb(Mn),0.04,,6.36,,,,,,,,,
SIKKIM,,2011,INDUSTRY & INFRASTRUCTURE,Motor Vehicles (in million),Motor Vehicles (Mn),0.04,,,,,,,141.86,,,,
PUDUCHERRY,,2011,POPULATION,Rural Child Population (0-6 Years) (in million),Child Population-Rur(Mn),0.04,,10.82,,,,,117.6,,,,
PUDUCHERRY,,2010,INDUSTRY & INFRASTRUCTURE,Avg No Of Passengers Handled Per Day (Domestic),ppl handled Per Day (Domestic),0.04,,,,,,,211622,,,,
ANDAMAN & NICOBAR ISLANDS,,2011,POPULATION,Child Population (0-6 Years) (in Million),Child Population(Mn),0.04,,10.4,, ,,,158.8,,,,
GOA,2011,2012,POPULATION,Rural Population Below Poverty Line (in million),BPL Population-Rur(Mn),0.04,,4.09,,,,,,,,,
GOA,2011,2012,POPULATION,Urban Population Below Povery Line (in million),BPL Population-Urb(Mn),0.04,,,,,,,36342,,,,
DELHI,2011,2012,POPULATION,Rural Population Below Poverty Line (in million),BPL Population-Rur(Mn),0.05,,12.92,,,,,,,,,
SIKKIM,2011,2012,POPULATION,Population Below Poverty Line (in million),BPL Population(Mn),0.05,,8.19,,,,,,,,,
SIKKIM,2011,2012,POPULATION,Rural Population Below Poverty Line (in million),BPL Population-Rur(Mn),0.05,,9.85,,,,,,,,,
SIKKIM,,2011,POPULATION,Rural Child Population (0-6 Years) (in million),Child Population-Rur(Mn),0.05,,10.32,,,,,117.6,,,,
LAKSHADWEEP,,2011,POPULATION,Urban Population (in million),Population-Urb(Mn),0.05,,78.08,0.03, ,0.02,,377.1,195.8,181.3,,
LAKSHADWEEP,,2012,POPULATION,Aadhar (upto 18th May 2013)- No of Persons Enrolled (in million),Aadhar(Mn),0.05,,,,,,,341.12,,,,
DADRA & NAGAR HAVELI,,2011,POPULATION,Child Population (0-6 Years) (in Million),Child Population(Mn),0.05,,14.35,, ,,,158.8,,,,
GOA,,2011,POPULATION,Rural Child Population (0-6 Years) (in million),Child Population-Rur(Mn),0.05,,9.62,,,,,41.2,,,,
GOA,2010,2011,INDUSTRY & INFRASTRUCTURE,Total Persons Engaged (in million), Industry-Persons Engaged (Mn),0.05,,,,,,,32.2,,,,
JAMMU & KASHMIR,,2012,POPULATION,Aadhar (upto 18th May 2013)- No of Persons Enrolled (in million),Aadhar(Mn),0.06,,,,,,,341.12,,,,
JAMMU & KASHMIR,2010,2011,INDUSTRY & INFRASTRUCTURE,Total Persons Engaged (in million), Industry-Persons Engaged (Mn),0.06,,,,,,,12.7,,,,
DELHI,,2011,POPULATION,Rural Child Population (0-6 Years) (in million),Child Population-Rur(Mn),0.06,,13.3,,,,,117.6,,,,
HIMACHAL PRADESH,,2011,POPULATION,Urban Child Population (0-6 Years) (in million),Child Population-Urb(Mn),0.06,,9.26,,,,,41.2,,,,
HIMACHAL PRADESH,2010,2011,EDUCATION,No of Teachers (in million),Teachers (Mn),0.06,,,,,,,6.4,,,,
MEGHALAYA,2011,2012,POPULATION,Urban Population Below Povery Line (in million),BPL Population-Urb(Mn),0.06,,9.26,,,,,,,,,
SIKKIM,,2011,POPULATION,Child Population (0-6 Years) (in Million),Child Population(Mn),0.06,,10.05,, ,,,158.8,,,,
SIKKIM,,2009,HEALTH,HIV-Estimated Adults (15-49) With HIV (%),HIV- Adults (%),0.06,,,,,,,0.31,,,,
PUDUCHERRY,2011,2012,POPULATION,Urban Population Below Povery Line (in million),BPL Population-Urb(Mn),0.06,,6.3,,,,,,,,,
PUDUCHERRY,2010,2011,INDUSTRY & INFRASTRUCTURE,Total Persons Engaged (in million), Industry-Persons Engaged (Mn),0.06,,,,,,,12.7,,,,
LAKSHADWEEP,,2011,POPULATION,Population (in million),Population(Mn),0.06,0.01,,0.03,51.38,0.03,48.62,1210.2,623.7,586.5,,
LAKSHADWEEP,,2011,POPULATION,Population (Aged 7 & Above) (in million),Population(>7 Yrs)(Mn),0.06,,,,,,,1051.4,,,,
DAMAN & DIU,,2011,POPULATION,Urban Population (in million),Population-Urb(Mn),0.06,,24.84,0.03, ,0.03,,833.1,427.9,405.2,,
UTTARAKHAND,2010,2011,EDUCATION,No of Teachers (in million),Teachers (Mn),0.07,,,,,,,6.4,,,,
ARUNACHAL PRADESH,2011,2012,POPULATION,Urban Population Below Povery Line (in million),BPL Population-Urb(Mn),0.07,,20.33,,,,,,,,,
MIZORAM,,2011,POPULATION,Urban Child Population (0-6 Years) (in million),Child Population-Urb(Mn),0.07,,13.13,,,,,41.2,,,,
NAGALAND,,2011,POPULATION,Urban Child Population (0-6 Years) (in million),Child Population-Urb(Mn),0.07,,12.52,,,,,41.2,,,,
PUDUCHERRY,2011,2012,POPULATION,Rural Population Below Poverty Line (in million),BPL Population-Rur(Mn),0.07,,17.06,,,,,,,,,
ANDAMAN & NICOBAR ISLANDS,,2011,INDUSTRY & INFRASTRUCTURE,Motor Vehicles (in million),Motor Vehicles (Mn),0.07,,,,,,,141.86,,,,
TAMIL NADU,2011,2012,Fiscal Developments,Revenue Deficit (BE) (As %ge Of GSDP),Revenue Deficit(%),0.07,,,,,,,21.9,,,,
GUJARAT,2011,2012,Fiscal Developments,Revenue Deficit (BE) (As %ge Of GSDP),Revenue Deficit(%),0.08,,,,,,,0.32,,,,
JAMMU & KASHMIR,,2009,HEALTH,HIV-Estimated Adults (15-49) With HIV (%),HIV- Adults (%),0.08,,,,,,,0.31,,,,
DELHI,2010,2011,EDUCATION,No of Teachers (in million),Teachers (Mn),0.08,,,,,,,6.4,,,,
HIMACHAL PRADESH,2011,2012,Fiscal Developments,Revenue Deficit (BE) (As %ge Of GSDP),Revenue Deficit(%),0.08,,,,,,,0.32,,,,
ARUNACHAL PRADESH,2012,2013,EDUCATION,Public Expenditure On Education (% of GSDP) (RE),Pub.Exp. -Education (% ),0.08,,,,,,,,,,,
ASSAM,,2009,HEALTH,HIV-Estimated Adults (15-49) With HIV (%),HIV- Adults (%),0.08,,,,,,,0.31,,,,
MEGHALAYA,,2011,POPULATION,Urban Child Population (0-6 Years) (in million),Child Population-Urb(Mn),0.08,,13.15,,,,,41.2,,,,
MEGHALAYA,,2009,HEALTH,HIV-Estimated Adults (15-49) With HIV (%),HIV- Adults (%),0.08,,,,,,,0.31,,,,
TRIPURA,2011,2012,POPULATION,Urban Population Below Povery Line (in million),BPL Population-Urb(Mn),0.08,,7.42,,,,,,,,,
PUDUCHERRY,,2011,POPULATION,Urban Child Population (0-6 Years) (in million),Child Population-Urb(Mn),0.08,,9.99,,,,,41.2,,,,
DAMAN & DIU,,2011,INDUSTRY & INFRASTRUCTURE,Railway Coverage (Total in km),Railway Coverage (km),0.08,,,,,,,141.86,,,,
DADRA & NAGAR HAVELI,,2012,POPULATION,Aadhar (upto 18th May 2013)- No of Persons Enrolled (in million),Aadhar(Mn),0.08,,,,,,,341.12,,,,
DADRA & NAGAR HAVELI,,2011,INDUSTRY & INFRASTRUCTURE,Motor Vehicles (in million),Motor Vehicles (Mn),0.08,,,,,,,141.86,,,,
GOA,2011,2012,POPULATION,Population Below Poverty Line (in million),BPL Population(Mn),0.08,,6.81,,,,,,,,,
MIZORAM,,2011,POPULATION,Rural Child Population (0-6 Years) (in million),Child Population-Rur(Mn),0.09,,17.34,,,,,117.6,,,,
MIZORAM,,2011,INDUSTRY & INFRASTRUCTURE,Motor Vehicles (in million),Motor Vehicles (Mn),0.09,,,,,,,141.86,,,,
TRIPURA,,2011,POPULATION,Urban Child Population (0-6 Years) (in million),Child Population-Urb(Mn),0.09,,9.32,,,,,41.2,,,,
DAMAN & DIU,,2011,HOUSEHOLD ASSETS,Availability of Drinking Water Source Within Premises (in %),Drinking Water  Within Premises ( %),0.09,,,,,,,330.8,,,,
UTTAR PRADESH,,2009,HEALTH,HIV-Estimated Adults (15-49) With HIV (%),HIV- Adults (%),0.09,,,,,,,211660,,,,
GOA,,2011,POPULATION,Urban Child Population (0-6 Years) (in million),Child Population-Urb(Mn),0.09,,37.83,0.3, ,0.3,,833.1,427.9,405.2,,
GUJARAT,,2011,HOUSEHOLD ASSETS,Houses Using Solar Power (in %),Houses -Solar Power (%),0.1,,,,,,,0.4,,,,
DELHI,,2011,HOUSEHOLD ASSETS,Houses Using Solar Power (in %),Houses -Solar Power (%),0.1,,,,,,,0.4,,,,
HARYANA,,2009,HEALTH,HIV-Estimated Adults (15-49) With HIV (%),HIV- Adults (%),0.1,,,,,,,0.31,,,,
PUNJAB,,2011,HOUSEHOLD ASSETS,Houses Using Solar Power (in %),Houses -Solar Power (%),0.1,,,,,,,0.4,,,,
HIMACHAL PRADESH,,2011,HOUSEHOLD ASSETS,Houses Using Solar Power (in %),Houses -Solar Power (%),0.1,,,,,,,0.4,,,,
HIMACHAL PRADESH,,2011,HOUSEHOLD ASSETS,Houses Using Oil (in %),Houses -Oil ( %),0.1,,,,,,,0.2,,,,
UTTARAKHAND,,2009,HEALTH,HIV-Estimated Adults (15-49) With HIV (%),HIV- Adults (%),0.1,,,,,,,0.31,,,,
RAJASTHAN,2011,2012,Fiscal Developments,Revenue Deficit (BE) (As %ge Of GSDP),Revenue Deficit(%),0.1,,,,,,,0.32,,,,
ASSAM,,2011,HOUSEHOLD ASSETS,Houses Using Oil (in %),Houses -Oil ( %),0.1,,,,,,,0.2,,,,
MANIPUR,,2011,POPULATION,Urban Child Population (0-6 Years) (in million),Child Population-Urb(Mn),0.1,,11.96,,,,,41.2,,,,
MANIPUR,2012,2013,EDUCATION,Public Expenditure On Education (% of GSDP) (RE),Pub.Exp. -Education (% ),0.1,,,,,,,,,,,
NAGALAND,2011,2012,POPULATION,Urban Population Below Povery Line (in million),BPL Population-Urb(Mn),0.1,,16.48,,,,,,,,,
SIKKIM,,2011,HOUSEHOLD ASSETS,Houses Using Oil (in %),Houses -Oil ( %),0.1,,,,,,,0.2,,,,
ORISSA,,2011,HOUSEHOLD ASSETS,Houses Using Oil (in %),Houses -Oil ( %),0.1,,,,,,,0.2,,,,
PUDUCHERRY,,2011,HOUSEHOLD ASSETS,Houses Using Oil (in %),Houses -Oil ( %),0.1,,,,,,,0.2,,,,
CHANDIGARH,,2011,HOUSEHOLD ASSETS,Houses Using Solar Power (in %),Houses -Solar Power (%),0.1,,,,,,,0.4,,,,
CHANDIGARH,,2011,HOUSEHOLD ASSETS,Houses Using Oil (in %),Houses -Oil ( %),0.1,,,,,,,0.2,,,,
KERALA,,2011,HOUSEHOLD ASSETS,Houses Using Oil (in %),Houses -Oil ( %),0.1,,,,,,,46.9,,,,
TAMIL NADU,,2011,HOUSEHOLD ASSETS,Houses Using Solar Power (in %),Houses -Solar Power (%),0.1,,,,,,,0.2,,,,
KARNATAKA,,2011,HOUSEHOLD ASSETS,Houses Using Oil (in %),Houses -Oil ( %),0.1,,,,,,,46.9,,,,
GOA,,2011,POPULATION,Child Population (0-6 Years) (in Million),Child Population(Mn),0.1,,9.49,,,,,117.6,,,,
GOA,,2011,HOUSEHOLD ASSETS,Houses Using Oil (in %),Houses -Oil ( %),0.1,,,,,,,46.9,,,,
BIHAR,2010,2011,INDUSTRY & INFRASTRUCTURE,Total Persons Engaged (in million), Industry-Persons Engaged (Mn),0.11,,,,,,,12.7,,,,
DAMAN & DIU,2010,2011,INDUSTRY & INFRASTRUCTURE,Foodgrain Area Under Irrigation (%),Foodgrain Area Under Irrigation (%),0.11,,,,,,,12.7,,,,
DADRA & NAGAR HAVELI,,2011,HOUSEHOLD ASSETS,Total No of Census Houses (in million),Total Houses(Mn),0.11,,,,,,,330.8,,,,
DADRA & NAGAR HAVELI,2010,2011,INDUSTRY & INFRASTRUCTURE,Total Persons Engaged (in million), Industry-Persons Engaged (Mn),0.11,,,,,,,12.7,,,,
CHANDIGARH,,2011,POPULATION,Urban Child Population (0-6 Years) (in million),Child Population-Urb(Mn),0.11,,11.09,,,,,41.2,,,,
UTTAR PRADESH,,2010,INDUSTRY & INFRASTRUCTURE,Avg Cargo Handled Per Day  (in tonne) (Intl),Cargo Per Day (ton)(Intl),0.11,,,,,,,,,,,
DELHI,2010,2011,INDUSTRY & INFRASTRUCTURE,Total Persons Engaged (in million), Industry-Persons Engaged (Mn),0.12,,,,,,,12.7,,,,
NAGALAND,2012,2013,EDUCATION,Public Expenditure On Education (% of GSDP) (RE),Pub.Exp. -Education (% ),0.12,,,,,,,,,,,
PUDUCHERRY,2011,2012,POPULATION,Population Below Poverty Line (in million),BPL Population(Mn),0.12,,9.69,,,,,,,,,
PUDUCHERRY,2012,2013,EDUCATION,Public Expenditure On Education (% of GSDP) (RE),Pub.Exp. -Education (% ),0.12,,,,,,,,,,,
DADRA & NAGAR HAVELI,2011,2012,POPULATION,Rural Population Below Poverty Line (in million),BPL Population-Rur(Mn),0.12,,62.59,,,,,,,,,
CHANDIGARH,,2011,POPULATION,Child Population (0-6 Years) (in Million),Child Population(Mn),0.12,,11.18,, ,,,158.8,,,,
GUJARAT,2012,2013,EDUCATION,Public Expenditure On Education (% of GSDP) (RE),Pub.Exp. -Education (% ),0.13,,,,,,,,,,,
JAMMU & KASHMIR,2012,2013,EDUCATION,Public Expenditure On Education (% of GSDP) (RE),Pub.Exp. -Education (% ),0.13,,,,,,,,,,,
HARYANA,2010,2011,EDUCATION,No of Teachers (in million),Teachers (Mn),0.13,,,,,,,6.4,,,,
JHARKHAND,,2009,HEALTH,HIV-Estimated Adults (15-49) With HIV (%),HIV- Adults (%),0.13,,,,,,,0.31,,,,
SIKKIM,2012,2013,EDUCATION,Public Expenditure On Education (% of GSDP) (RE),Pub.Exp. -Education (% ),0.13,,,,,,,,,,,
PUDUCHERRY,,2011,POPULATION,Child Population (0-6 Years) (in Million),Child Population(Mn),0.13,,10.25, , , ,,158.8,,,,
PUNJAB,2012,2013,EDUCATION,Public Expenditure On Education (% of GSDP) (RE),Pub.Exp. -Education (% ),0.14,,,,,,,,,,,
TRIPURA,2012,2013,EDUCATION,Public Expenditure On Education (% of GSDP) (RE),Pub.Exp. -Education (% ),0.14,,,,,,,,,,,
DAMAN & DIU,,2012,POPULATION,MPCE Rural (Rs Per month),MPCE-Rur,0.14,,,,,,,341.12,,,,
DADRA & NAGAR HAVELI,2011,2012,POPULATION,Population Below Poverty Line (in million),BPL Population(Mn),0.14,,39.31,,,,,,,,,
ANDAMAN & NICOBAR ISLANDS,,2011,POPULATION,Urban Population (in million),Population-Urb(Mn),0.14,,35.67,0.07, ,0.06,,377.1,195.8,181.3,,
ANDAMAN & NICOBAR ISLANDS,,2011,HOUSEHOLD ASSETS,Total No of Census Houses (in million),Total Houses(Mn),0.14,,,,,,,330.8,,,,
ANDHRA PRADESH,2012,2013,EDUCATION,Public Expenditure On Education (% of GSDP) (RE),Pub.Exp. -Education (% ),0.14,,,75.56,,59.74,,74.04,82.14,65.46,,
JAMMU & KASHMIR,2010,2011,EDUCATION,No of Teachers (in million),Teachers (Mn),0.15,,,,,,,6.4,,,,
MADHYA PRADESH,2012,2013,EDUCATION,Public Expenditure On Education (% of GSDP) (RE),Pub.Exp. -Education (% ),0.15,,,,,,,,,,,
ARUNACHAL PRADESH,,2011,INDUSTRY & INFRASTRUCTURE,Motor Vehicles (in million),Motor Vehicles (Mn),0.15,,,,,,,141.86,,,,
MIZORAM,2012,2013,EDUCATION,Public Expenditure On Education (% of GSDP) (RE),Pub.Exp. -Education (% ),0.15,,,,,,,,,,,
SIKKIM,,2011,POPULATION,Urban Population (in million),Population-Urb(Mn),0.15,,24.97,0.08, ,0.07,,377.1,195.8,181.3,,
TRIPURA,,2009,HEALTH,HIV-Estimated Adults (15-49) With HIV (%),HIV- Adults (%),0.15,,,,,,,0.31,,,,
DADRA & NAGAR HAVELI,,2009,HEALTH,HIV-Estimated Adults (15-49) With HIV (%),HIV- Adults (%),0.15,,,,,,,0.31,,,,
KERALA,,2009,HEALTH,HIV-Estimated Adults (15-49) With HIV (%),HIV- Adults (%),0.15,,,,,,,211660,,,,
TAMIL NADU,2012,2013,EDUCATION,Public Expenditure On Education (% of GSDP) (RE),Pub.Exp. -Education (% ),0.15,,,86.81,,73.86,,74.04,82.14,65.46,,
KARNATAKA,2012,2013,EDUCATION,Public Expenditure On Education (% of GSDP) (RE),Pub.Exp. -Education (% ),0.15,,,82.85,,68.13,,74.04,82.14,65.46,,
GOA,2012,2013,EDUCATION,Public Expenditure On Education (% of GSDP) (RE),Pub.Exp. -Education (% ),0.15,,,92.81,,81.84,,74.04,82.14,65.46,,
HIMACHAL PRADESH,2010,2011,INDUSTRY & INFRASTRUCTURE,Total Persons Engaged (in million), Industry-Persons Engaged (Mn),0.16,,,,,,,12.7,,,,
ARUNACHAL PRADESH,,2011,POPULATION,Child Population (0-6 Years) (in Million),Child Population(Mn),0.16,,15.4,, ,,,158.8,,,,
ARUNACHAL PRADESH,,2009,HEALTH,HIV-Estimated Adults (15-49) With HIV (%),HIV- Adults (%),0.16,,,,,,,0.31,,,,
ORISSA,2012,2013,EDUCATION,Public Expenditure On Education (% of GSDP) (RE),Pub.Exp. -Education (% ),0.16,,,,,,,,,,,
DAMAN & DIU,,2009,INDUSTRY & INFRASTRUCTURE,No of Factories (in 2010-11),Factories,0.16,,,,,,,0.31,,,,
DADRA & NAGAR HAVELI,,2011,POPULATION,Urban Population (in million),Population-Urb(Mn),0.16,,46.62,0.09, ,0.06,,377.1,195.8,181.3,,
ANDAMAN & NICOBAR ISLANDS,,2012,POPULATION,Aadhar (upto 18th May 2013)- No of Persons Enrolled (in million),Aadhar(Mn),0.16,,,,,,,341.12,,,,
KERALA,2010,2011,EDUCATION,No of Teachers (in million),Teachers (Mn),0.16,,,,,,,115.63,,,,
JHARKHAND,2012,2013,EDUCATION,Public Expenditure On Education (% of GSDP) (RE),Pub.Exp. -Education (% ),0.17,,,,,,,,,,,
JHARKHAND,2010,2011,EDUCATION,No of Teachers (in million),Teachers (Mn),0.17,,,,,,,6.4,,,,
ASSAM,2010,2011,INDUSTRY & INFRASTRUCTURE,Total Persons Engaged (in million), Industry-Persons Engaged (Mn),0.17,,,,,,,12.7,,,,
MEGHALAYA,2012,2013,EDUCATION,Public Expenditure On Education (% of GSDP) (RE),Pub.Exp. -Education (% ),0.17,,,,,,,,,,,
MIZORAM,,2011,POPULATION,Child Population (0-6 Years) (in Million),Child Population(Mn),0.17,,15.17,, ,,,158.8,,,,
SIKKIM,,2011,HOUSEHOLD ASSETS,Total No of Census Houses (in million),Total Houses(Mn),0.17,,,,,,,330.8,,,,
KERALA,2012,2013,EDUCATION,Public Expenditure On Education (% of GSDP) (RE),Pub.Exp. -Education (% ),0.17,,,96.02,,91.98,,74.04,82.14,65.46,,
DELHI,2012,2013,EDUCATION,Public Expenditure On Education (% of GSDP) (RE),Pub.Exp. -Education (% ),0.18,,,,,,,,,,,
HARYANA,2012,2013,EDUCATION,Public Expenditure On Education (% of GSDP) (RE),Pub.Exp. -Education (% ),0.18,,,,,,,,,,,
HIMACHAL PRADESH,2012,2013,EDUCATION,Public Expenditure On Education (% of GSDP) (RE),Pub.Exp. -Education (% ),0.18,,,90.83,,76.6,,,,,,
CHHATTISGARH,2012,2013,EDUCATION,Public Expenditure On Education (% of GSDP) (RE),Pub.Exp. -Education (% ),0.18,,,,,,,,,,,
CHHATTISGARH,2010,2011,INDUSTRY & INFRASTRUCTURE,Total Persons Engaged (in million), Industry-Persons Engaged (Mn),0.18,,,,,,,12.7,,,,
WEST BENGAL,2012,2013,EDUCATION,Public Expenditure On Education (% of GSDP) (RE),Pub.Exp. -Education (% ),0.18,,,,,,,,,,,
MEGHALAYA,,2011,INDUSTRY & INFRASTRUCTURE,Motor Vehicles (in million),Motor Vehicles (Mn),0.18,,,,,,,141.86,,,,
DAMAN & DIU,,2011,POPULATION,Density Of Population (per sq km),Population Density,0.18,,75.16,0.12, ,0.06,,377.1,195.8,181.3,,
DADRA & NAGAR HAVELI,,2011,POPULATION,Rural Population (in million),Population-Rur(Mn),0.18,,53.38,0.1, ,0.08,,833.1,427.9,405.2,,
UTTAR PRADESH,2012,2013,EDUCATION,Public Expenditure On Education (% of GSDP) (RE),Pub.Exp. -Education (% ),0.18,,,,,,,,,,,
HIMACHAL PRADESH,,2009,HEALTH,HIV-Estimated Adults (15-49) With HIV (%),HIV- Adults (%),0.19,,,,,,,0.31,,,,
RAJASTHAN,2012,2013,EDUCATION,Public Expenditure On Education (% of GSDP) (RE),Pub.Exp. -Education (% ),0.19,,,,,,,,,,,
RAJASTHAN,,2009,HEALTH,HIV-Estimated Adults (15-49) With HIV (%),HIV- Adults (%),0.19,,,,,,,0.31,,,,
CHHATTISGARH,2010,2011,EDUCATION,No of Teachers (in million),Teachers (Mn),0.19,,,,,,,6.4,,,,
MADHYA PRADESH,,2009,HEALTH,HIV-Estimated Adults (15-49) With HIV (%),HIV- Adults (%),0.19,,,,,,,0.31,,,,
JHARKHAND,2010,2011,INDUSTRY & INFRASTRUCTURE,Total Persons Engaged (in million), Industry-Persons Engaged (Mn),0.19,,,,,,,12.7,,,,
MIZORAM,2011,2012,POPULATION,Rural Population Below Poverty Line (in million),BPL Population-Rur(Mn),0.19,,35.43,,,,,,,,,
TRIPURA,,2011,INDUSTRY & INFRASTRUCTURE,Motor Vehicles (in million),Motor Vehicles (Mn),0.19,,,,,,,141.86,,,,
GUJARAT,,2011,HOUSEHOLD ASSETS,Houses Using Oil (in %),Houses -Oil ( %),0.2,,,,,,,0.2,,,,
JAMMU & KASHMIR,,2011,HOUSEHOLD ASSETS,Houses Using Oil (in %),Houses -Oil ( %),0.2,,,,,,,0.2,,,,
HARYANA,,2011,HOUSEHOLD ASSETS,Houses Using Solar Power (in %),Houses -Solar Power (%),0.2,,,,,,,0.4,,,,
PUNJAB,,2011,HOUSEHOLD ASSETS,Houses Using Oil (in %),Houses -Oil ( %),0.2,,,,,,,0.2,,,,
PUNJAB,2010,2011,EDUCATION,No of Teachers (in million),Teachers (Mn),0.2,,,,,,,6.4,,,,
UTTARAKHAND,,2011,HOUSEHOLD ASSETS,Houses Using Oil (in %),Houses -Oil ( %),0.2,,,,,,,0.2,,,,
CHHATTISGARH,,2011,HOUSEHOLD ASSETS,Houses Using Oil (in %),Houses -Oil ( %),0.2,,,,,,,0.2,,,,
MADHYA PRADESH,,2011,HOUSEHOLD ASSETS,Houses Using Oil (in %),Houses -Oil ( %),0.2,,,,,,,0.2,,,,
WEST BENGAL,,2011,HOUSEHOLD ASSETS,Houses Using Oil (in %),Houses -Oil ( %),0.2,,,,,,,0.2,,,,
MAHARASHTRA,,2011,HOUSEHOLD ASSETS,Houses Using Solar Power (in %),Houses -Solar Power (%),0.2,,,,,,,0.4,,,,
MAHARASHTRA,,2011,HOUSEHOLD ASSETS,Houses Using Oil (in %),Houses -Oil ( %),0.2,,,,,,,0.2,,,,
MAHARASHTRA,2012,2013,EDUCATION,Public Expenditure On Education (% of GSDP) (RE),Pub.Exp. -Education (% ),0.2,,,,,,,,,,,
BIHAR,2012,2013,EDUCATION,Public Expenditure On Education (% of GSDP) (RE),Pub.Exp. -Education (% ),0.2,,,,,,,,,,,
JHARKHAND,,2011,HOUSEHOLD ASSETS,Houses Using Oil (in %),Houses -Oil ( %),0.2,,,,,,,0.2,,,,
NAGALAND,,2011,HOUSEHOLD ASSETS,Houses Using Oil (in %),Houses -Oil ( %),0.2,,,,,,,0.2,,,,
SIKKIM,,2011,HOUSEHOLD ASSETS,Houses Using Solar Power (in %),Houses -Solar Power (%),0.2,,,,,,,0.4,,,,
TRIPURA,,2011,HOUSEHOLD ASSETS,Houses Using Oil (in %),Houses -Oil ( %),0.2,,,,,,,0.2,,,,
ORISSA,2010,2011,EDUCATION,No of Teachers (in million),Teachers (Mn),0.2,,,,,,,6.4,,,,
LAKSHADWEEP,,2011,HOUSEHOLD ASSETS,Houses Using Kerosene (in %),Houses -Kerosene ( %),0.2,,,,,,,31.4,,,,
ANDAMAN & NICOBAR ISLANDS,,2011,HOUSEHOLD ASSETS,Houses Using Solar Power (in %),Houses -Solar Power (%),0.2,,,,,,,0.4,,,,
KERALA,,2011,HOUSEHOLD ASSETS,Houses Using Solar Power (in %),Houses -Solar Power (%),0.2,,,,,,,0.2,,,,
TAMIL NADU,,2011,HOUSEHOLD ASSETS,Houses Using Oil (in %),Houses -Oil ( %),0.2,,,,,,,46.9,,,,
ANDHRA PRADESH,,2011,HOUSEHOLD ASSETS,Houses Using Oil (in %),Houses -Oil ( %),0.2,,,,,,,46.9,,,,
KARNATAKA,,2011,HOUSEHOLD ASSETS,Houses Using Solar Power (in %),Houses -Solar Power (%),0.2,,,,,,,0.2,,,,
GOA,,2011,HOUSEHOLD ASSETS,Houses Using Solar Power (in %),Houses -Solar Power (%),0.2,,,,,,,0.2,,,,
UTTARAKHAND,2012,2013,EDUCATION,Public Expenditure On Education (% of GSDP) (RE),Pub.Exp. -Education (% ),0.21,,,,,,,,,,,
ASSAM,2012,2013,EDUCATION,Public Expenditure On Education (% of GSDP) (RE),Pub.Exp. -Education (% ),0.21,,,,,,,,,,,
MANIPUR,,2011,INDUSTRY & INFRASTRUCTURE,Motor Vehicles (in million),Motor Vehicles (Mn),0.21,,,,,,,141.86,,,,
NAGALAND,,2011,POPULATION,Rural Child Population (0-6 Years) (in million),Child Population-Rur(Mn),0.21,,15.22,,,,,117.6,,,,
BIHAR,,2009,HEALTH,HIV-Estimated Adults (15-49) With HIV (%),HIV- Adults (%),0.22,,,,,,,0.31,,,,
DAMAN & DIU,,2011,POPULATION,Population (Aged 7 & Above) (in million),Population(>7 Yrs)(Mn),0.22,,,,,,,1051.4,,,,
ARUNACHAL PRADESH,,2010,INDUSTRY & INFRASTRUCTURE,Avg No Of Passengers Handled Per Day (Domestic),ppl handled Per Day (Domestic),0.23,,,,,,,211622,,,,
MIZORAM,2011,2012,POPULATION,Population Below Poverty Line (in million),BPL Population(Mn),0.23,,20.4,,,,,,,,,
CHANDIGARH,2011,2012,POPULATION,Urban Population Below Povery Line (in million),BPL Population-Urb(Mn),0.23,,22.31,,,,,,,,,
DAMAN & DIU,,2011,POPULATION,Population (in million),Population(Mn),0.24,0.02,,0.15,61.79,0.09,38.21,1210.2,623.7,586.5,,
ANDAMAN & NICOBAR ISLANDS,,2011,POPULATION,Rural Population (in million),Population-Rur(Mn),0.24,,64.33,0.13, ,0.11,,833.1,427.9,405.2,,
CHANDIGARH,2011,2012,POPULATION,Population Below Poverty Line (in million),BPL Population(Mn),0.24,,21.81,,,,,,,,,
